season,league,team,player,nationality,position,age,minutes,minutes_90s,goals,assists,goals_assists,goals_per90,assists_per90,goals_assists_per90,xg,xg_assist,npxg,shots,shots_on_target
2018-2019,Premier League,Fulham,Ryan Sessegnon,ENG,"FW,DF",18.0,2300.0,25.6,2.0,6.0,8.0,0.08,0.23,0.31,4.0,3.8,4.0,28.0,11.0
2018-2019,Serie A,Roma,Nicolò Zaniolo,ITA,"MF,FW",19.0,1766.0,19.6,4.0,2.0,6.0,0.2,0.1,0.31,4.4,1.7,4.4,48.0,18.0
2018-2019,Premier League,Leicester City,Shinji Okazaki,JPN,"MF,FW",32.0,288.0,3.2,0.0,1.0,1.0,0.0,0.31,0.31,0.6,0.1,0.6,5.0,4.0
2018-2019,Serie A,Milan,Patrick Cutrone,ITA,FW,20.0,1457.0,16.2,3.0,2.0,5.0,0.19,0.12,0.31,3.0,1.6,3.0,34.0,14.0
2018-2019,Serie A,Juventus,Federico Bernardeschi,ITA,"MF,FW",24.0,1473.0,16.4,2.0,3.0,5.0,0.12,0.18,0.31,3.8,3.4,3.8,53.0,15.0
2018-2019,Bundesliga,Düsseldorf,Takashi Usami,JPN,"MF,FW",26.0,879.0,9.8,1.0,2.0,3.0,0.1,0.2,0.31,2.1,0.6,2.1,27.0,7.0
2018-2019,Premier League,Brighton,Florin Andone,ROU,FW,25.0,881.0,9.8,3.0,0.0,3.0,0.31,0.0,0.31,2.5,0.1,2.5,19.0,8.0
2018-2019,La Liga,Rayo Vallecano,Álvaro García,ESP,"FW,MF",25.0,1766.0,19.6,4.0,2.0,6.0,0.2,0.1,0.31,4.2,2.9,4.2,27.0,10.0
2018-2019,La Liga,Athletic Club,Ibai Gómez,ESP,FW,28.0,580.0,6.4,0.0,2.0,2.0,0.0,0.31,0.31,0.4,1.4,0.4,9.0,3.0
2018-2019,La Liga,Alavés,Ibai Gómez,ESP,"MF,FW",28.0,1449.0,16.1,3.0,2.0,5.0,0.19,0.12,0.31,3.3,2.1,2.5,41.0,10.0
2018-2019,Ligue 1,Montpellier,Petar Škuletić,SRB,FW,28.0,603.0,6.7,1.0,1.0,2.0,0.15,0.15,0.3,3.8,1.7,3.8,33.0,13.0
2018-2019,La Liga,Leganés,Jonathan Silva,ARG,"DF,FW",24.0,2700.0,30.0,3.0,6.0,9.0,0.1,0.2,0.3,1.6,5.3,1.6,23.0,8.0
2018-2019,Serie A,Frosinone,Joel Campbell,CRC,"FW,MF",26.0,891.0,9.9,0.0,3.0,3.0,0.0,0.3,0.3,0.6,1.6,0.6,14.0,3.0
2018-2019,Premier League,Newcastle Utd,Joselu,ESP,FW,28.0,596.0,6.6,2.0,0.0,2.0,0.3,0.0,0.3,1.6,0.0,1.6,17.0,5.0
2018-2019,Bundesliga,Hertha BSC,Valentino Lazaro,AUT,"DF,FW",22.0,2741.0,30.5,3.0,6.0,9.0,0.1,0.2,0.3,2.1,6.4,2.1,20.0,8.0
2018-2019,Bundesliga,Hannover 96,Bobby Wood,USA,"FW,MF",25.0,1182.0,13.1,3.0,1.0,4.0,0.23,0.08,0.3,2.5,1.8,2.5,18.0,8.0
2018-2019,Premier League,Crystal Palace,Andros Townsend,ENG,"FW,MF",27.0,3009.0,33.4,6.0,4.0,10.0,0.18,0.12,0.3,4.6,3.6,4.6,63.0,19.0
2018-2019,Serie A,Sassuolo,Alessandro Matri,ITA,FW,33.0,603.0,6.7,2.0,0.0,2.0,0.3,0.0,0.3,3.2,0.4,3.2,15.0,9.0
2018-2019,Bundesliga,Hannover 96,Nicolai Müller,GER,"MF,FW",30.0,899.0,10.0,3.0,0.0,3.0,0.3,0.0,0.3,2.4,0.8,2.4,20.0,7.0
2018-2019,Premier League,Everton,Theo Walcott,ENG,"FW,MF",29.0,2119.0,23.5,5.0,2.0,7.0,0.21,0.08,0.3,5.7,2.7,5.7,43.0,21.0
2018-2019,Premier League,Burnley,Sam Vokes,WAL,FW,28.0,915.0,10.2,3.0,0.0,3.0,0.3,0.0,0.3,2.4,1.3,2.4,22.0,7.0
2018-2019,Bundesliga,Nürnberg,Adam Zreľák,SVK,FW,24.0,941.0,10.5,2.0,1.0,3.0,0.19,0.1,0.29,3.7,0.6,3.7,17.0,6.0
2018-2019,Serie A,Udinese,Kevin Lasagna,ITA,FW,25.0,2453.0,27.3,6.0,2.0,8.0,0.22,0.07,0.29,8.5,2.0,7.6,63.0,20.0
2018-2019,Ligue 1,Dijon,Júlio Tavares,CPV,FW,29.0,2805.0,31.2,5.0,4.0,9.0,0.16,0.13,0.29,9.5,3.7,8.7,59.0,19.0
2018-2019,Ligue 1,Strasbourg,Kévin Zohi,MLI,"FW,MF",21.0,627.0,7.0,1.0,1.0,2.0,0.14,0.14,0.29,1.0,0.4,1.0,17.0,5.0
2018-2019,Premier League,Everton,Ademola Lookman,NGA,"FW,MF",20.0,618.0,6.9,0.0,2.0,2.0,0.0,0.29,0.29,1.4,1.4,1.4,12.0,3.0
2018-2019,La Liga,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",23.0,1254.0,13.9,1.0,3.0,4.0,0.07,0.22,0.29,2.4,3.0,2.4,32.0,6.0
2018-2019,Bundesliga,Schalke 04,Bastian Oczipka,GER,"DF,FW",29.0,1875.0,20.8,1.0,5.0,6.0,0.05,0.24,0.29,0.4,4.2,0.4,13.0,1.0
2018-2019,Ligue 1,Bordeaux,Yann Karamoh,FRA,FW,20.0,1224.0,13.6,3.0,1.0,4.0,0.22,0.07,0.29,4.3,2.3,4.3,36.0,11.0
2018-2019,Ligue 1,Nîmes,Sada Thioub,SEN,"MF,FW",23.0,2476.0,27.5,3.0,5.0,8.0,0.11,0.18,0.29,3.8,2.8,3.8,35.0,15.0
2018-2019,La Liga,Huesca,Cucho,COL,FW,19.0,2150.0,23.9,4.0,3.0,7.0,0.17,0.13,0.29,10.8,4.4,9.2,78.0,22.0
2018-2019,Serie A,Chievo,Mariusz Stępiński,POL,FW,23.0,2476.0,27.5,6.0,2.0,8.0,0.22,0.07,0.29,7.8,1.6,7.8,61.0,16.0
2018-2019,Bundesliga,Augsburg,Michael Gregoritsch,AUT,"MF,FW",24.0,2487.0,27.6,6.0,2.0,8.0,0.22,0.07,0.29,10.1,2.5,9.3,84.0,23.0
2018-2019,Premier League,Brighton,Pascal Groß,GER,"MF,FW",27.0,1864.0,20.7,3.0,3.0,6.0,0.14,0.14,0.29,4.4,5.5,2.8,22.0,7.0
2018-2019,La Liga,Espanyol,Léo Baptistão,BRA,"FW,MF",25.0,1233.0,13.7,2.0,2.0,4.0,0.15,0.15,0.29,5.0,1.4,4.3,41.0,15.0
2018-2019,Bundesliga,Dortmund,Jacob Bruun Larsen,DEN,FW,19.0,1265.0,14.1,2.0,2.0,4.0,0.14,0.14,0.28,3.3,3.5,3.3,26.0,9.0
2018-2019,Ligue 1,Dijon,Naïm Sliti,TUN,"MF,FW",26.0,2286.0,25.4,3.0,4.0,7.0,0.12,0.16,0.28,5.2,6.9,4.4,62.0,19.0
2018-2019,Bundesliga,Leverkusen,Leon Bailey,JAM,FW,20.0,1914.0,21.3,5.0,1.0,6.0,0.24,0.05,0.28,5.0,4.4,5.0,56.0,17.0
2018-2019,Ligue 1,Nice,Allan Saint-Maximin,FRA,FW,21.0,2900.0,32.2,6.0,3.0,9.0,0.19,0.09,0.28,7.8,6.6,6.3,73.0,16.0
2018-2019,Ligue 1,Nice,Myziane Maolida,COM,FW,19.0,952.0,10.6,0.0,3.0,3.0,0.0,0.28,0.28,2.5,1.8,2.5,18.0,7.0
2018-2019,La Liga,Betis,Loren Morón,ESP,FW,24.0,1957.0,21.7,6.0,0.0,6.0,0.28,0.0,0.28,8.9,1.2,8.6,58.0,28.0
2018-2019,Serie A,Milan,Hakan Çalhanoğlu,TUR,"MF,FW",24.0,2884.0,32.0,3.0,6.0,9.0,0.09,0.19,0.28,5.2,6.2,5.2,102.0,25.0
2018-2019,La Liga,Sevilla,Quincy Promes,NED,"FW,DF",26.0,1583.0,17.6,2.0,3.0,5.0,0.11,0.17,0.28,2.9,4.5,2.0,30.0,4.0
2018-2019,La Liga,Atlético Madrid,Nikola Kalinić,CRO,FW,30.0,642.0,7.1,2.0,0.0,2.0,0.28,0.0,0.28,1.8,0.2,1.8,9.0,5.0
2018-2019,La Liga,Levante,Borja Mayoral,ESP,FW,21.0,1621.0,18.0,3.0,2.0,5.0,0.17,0.11,0.28,4.7,3.1,4.7,24.0,15.0
2018-2019,Bundesliga,Nürnberg,Eduard Löwen,GER,"MF,FW",21.0,1623.0,18.0,3.0,2.0,5.0,0.17,0.11,0.28,3.1,1.9,3.1,37.0,13.0
2018-2019,Premier League,Southampton,Nathan Redmond,ENG,"MF,FW",24.0,3270.0,36.3,6.0,4.0,10.0,0.17,0.11,0.28,7.6,4.7,7.6,74.0,22.0
2018-2019,Ligue 1,Angers,Angelo Fulgini,FRA,"MF,FW",21.0,1635.0,18.2,4.0,1.0,5.0,0.22,0.06,0.28,3.1,3.6,3.1,29.0,11.0
2018-2019,Bundesliga,Freiburg,Jérôme Gondorf,GER,"MF,FW",30.0,1296.0,14.4,2.0,2.0,4.0,0.14,0.14,0.28,1.5,3.1,1.5,23.0,7.0
2018-2019,Serie A,Chievo,Filip Đorđević,SRB,FW,30.0,634.0,7.0,1.0,1.0,2.0,0.14,0.14,0.28,3.0,0.6,3.0,14.0,8.0
2018-2019,Ligue 1,Caen,Enzo Crivelli,FRA,FW,23.0,2260.0,25.1,6.0,1.0,7.0,0.24,0.04,0.28,5.1,0.9,5.1,21.0,10.0
2018-2019,Ligue 1,Guingamp,Ludovic Blas,FRA,"MF,FW",20.0,2372.0,26.4,1.0,6.0,7.0,0.04,0.23,0.27,3.3,3.2,2.5,41.0,8.0
2018-2019,Ligue 1,Caen,Saîf-Eddine Khaoui,TUN,"MF,FW",23.0,1353.0,15.0,3.0,1.0,4.0,0.2,0.07,0.27,1.7,0.6,1.7,26.0,11.0
2018-2019,Ligue 1,Angers,Farid El Melali,ALG,"MF,FW",21.0,328.0,3.6,0.0,1.0,1.0,0.0,0.27,0.27,0.4,0.2,0.4,8.0,1.0
2018-2019,La Liga,Valladolid,Daniele Verde,ITA,"MF,FW",22.0,657.0,7.3,2.0,0.0,2.0,0.27,0.0,0.27,1.6,1.4,0.8,23.0,8.0
2018-2019,Bundesliga,Hannover 96,Florent Muslija,KVX,"MF,FW",20.0,679.0,7.5,2.0,0.0,2.0,0.27,0.0,0.27,1.2,0.7,1.2,20.0,11.0
2018-2019,Serie A,Fiorentina,Federico Chiesa,ITA,FW,20.0,3034.0,33.7,6.0,3.0,9.0,0.18,0.09,0.27,8.8,5.6,8.8,133.0,41.0
2018-2019,La Liga,Athletic Club,Iñigo Córdoba,ESP,"FW,MF",21.0,1321.0,14.7,0.0,4.0,4.0,0.0,0.27,0.27,1.3,2.2,1.3,22.0,7.0
2018-2019,Serie A,Chievo,Emanuel Vignato,ITA,"MF,FW",17.0,655.0,7.3,1.0,1.0,2.0,0.14,0.14,0.27,0.5,0.5,0.5,9.0,4.0
2018-2019,Bundesliga,Schalke 04,Yevhen Konoplyanka,UKR,"FW,MF",28.0,656.0,7.3,1.0,1.0,2.0,0.14,0.14,0.27,1.5,0.9,1.5,17.0,5.0
2018-2019,Premier League,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",25.0,1670.0,18.6,4.0,1.0,5.0,0.22,0.05,0.27,3.2,1.2,3.2,28.0,8.0
2018-2019,Premier League,Leicester City,Harvey Barnes,ENG,"MF,FW",20.0,1004.0,11.2,1.0,2.0,3.0,0.09,0.18,0.27,3.9,1.7,3.9,40.0,10.0
2018-2019,La Liga,Levante,Jason,ESP,"DF,FW",24.0,2330.0,25.9,2.0,5.0,7.0,0.08,0.19,0.27,3.2,4.8,3.2,32.0,9.0
2018-2019,Ligue 1,Nantes,Samuel Moutoussamy,COD,"MF,FW",21.0,1648.0,18.3,2.0,3.0,5.0,0.11,0.16,0.27,2.3,1.9,2.3,26.0,9.0
2018-2019,La Liga,Villarreal,Alfonso Pedraza,ESP,"DF,FW",22.0,2095.0,23.3,3.0,3.0,6.0,0.13,0.13,0.26,3.7,3.9,3.7,36.0,13.0
2018-2019,La Liga,Eibar,Fabián Orellana,CHI,"MF,FW",32.0,2733.0,30.4,3.0,5.0,8.0,0.1,0.16,0.26,7.2,5.4,6.4,77.0,24.0
2018-2019,Premier League,Bournemouth,Dominic Solanke,ENG,"FW,MF",20.0,347.0,3.9,0.0,1.0,1.0,0.0,0.26,0.26,1.0,0.4,1.0,11.0,3.0
2018-2019,La Liga,Rayo Vallecano,Óscar Trejo,ARG,"MF,FW",30.0,1764.0,19.6,1.0,4.0,5.0,0.05,0.2,0.26,3.3,3.9,2.5,19.0,5.0
2018-2019,La Liga,Celta Vigo,Sofiane Boufal,MAR,"MF,FW",24.0,2085.0,23.2,3.0,3.0,6.0,0.13,0.13,0.26,3.4,3.6,3.4,51.0,16.0
2018-2019,Bundesliga,Schalke 04,Weston McKennie,USA,"MF,FW",19.0,1746.0,19.4,1.0,4.0,5.0,0.05,0.21,0.26,3.0,2.3,3.0,25.0,7.0
2018-2019,Serie A,Genoa,Christian Kouamé,CIV,FW,20.0,3066.0,34.1,4.0,5.0,9.0,0.12,0.15,0.26,8.0,5.3,8.0,87.0,25.0
2018-2019,Bundesliga,Wolfsburg,Yunus Mallı,TUR,"MF,FW",26.0,701.0,7.8,1.0,1.0,2.0,0.13,0.13,0.26,1.9,1.8,1.1,7.0,3.0
2018-2019,Serie A,Inter,João Mário,POR,"MF,FW",25.0,1082.0,12.0,1.0,2.0,3.0,0.08,0.17,0.25,1.0,2.0,1.0,16.0,3.0
2018-2019,La Liga,Betis,Diego Lainez,MEX,"FW,MF",18.0,353.0,3.9,0.0,1.0,1.0,0.0,0.25,0.25,0.3,0.4,0.3,10.0,2.0
2018-2019,Premier League,Cardiff City,Josh Murphy,ENG,"MF,FW",23.0,1817.0,20.2,3.0,2.0,5.0,0.15,0.1,0.25,4.1,3.9,4.1,46.0,15.0
2018-2019,Bundesliga,Hannover 96,Linton Maina,GER,"FW,MF",19.0,1414.0,15.7,1.0,3.0,4.0,0.06,0.19,0.25,1.6,2.7,1.6,22.0,2.0
2018-2019,Ligue 1,Toulouse,Aaron Leya Iseka,BEL,FW,20.0,1444.0,16.0,4.0,0.0,4.0,0.25,0.0,0.25,3.9,0.5,3.9,28.0,11.0
2018-2019,Premier League,Huddersfield,Steve Mounié,BEN,FW,23.0,1778.0,19.8,2.0,3.0,5.0,0.1,0.15,0.25,5.8,1.9,5.8,61.0,23.0
2018-2019,Serie A,Genoa,Darko Lazović,SRB,"DF,FW",27.0,2542.0,28.2,3.0,4.0,7.0,0.11,0.14,0.25,2.2,3.9,2.2,38.0,9.0
2018-2019,Serie A,Fiorentina,Valentin Eysseric,FRA,"FW,MF",26.0,358.0,4.0,0.0,1.0,1.0,0.0,0.25,0.25,0.2,1.1,0.2,4.0,2.0
2018-2019,La Liga,Real Madrid,Marco Asensio,ESP,FW,22.0,1779.0,19.8,1.0,4.0,5.0,0.05,0.2,0.25,4.1,5.0,4.1,45.0,17.0
2018-2019,Serie A,Sassuolo,Jeremie Boga,CIV,"FW,MF",21.0,1443.0,16.0,3.0,1.0,4.0,0.19,0.06,0.25,3.4,0.8,3.4,27.0,8.0
2018-2019,Premier League,Cardiff City,Kenneth Zohore,DEN,FW,24.0,753.0,8.4,1.0,1.0,2.0,0.12,0.12,0.24,1.7,1.1,1.7,17.0,7.0
2018-2019,Bundesliga,Hannover 96,Niclas Füllkrug,GER,FW,25.0,1112.0,12.4,2.0,1.0,3.0,0.16,0.08,0.24,3.8,0.9,3.1,36.0,12.0
2018-2019,La Liga,Real Madrid,Lucas Vázquez,ESP,"FW,MF",27.0,1510.0,16.8,1.0,3.0,4.0,0.06,0.18,0.24,2.6,4.7,2.6,24.0,11.0
2018-2019,Bundesliga,Schalke 04,Guido Burgstaller,AUT,FW,29.0,1526.0,17.0,4.0,0.0,4.0,0.24,0.0,0.24,5.9,1.4,5.9,44.0,18.0
2018-2019,Bundesliga,Werder Bremen,Florian Kainz,AUT,FW,25.0,373.0,4.1,0.0,1.0,1.0,0.0,0.24,0.24,0.4,0.7,0.4,8.0,2.0
2018-2019,Ligue 1,Monaco,Aleksandr Golovin,RUS,"MF,FW",22.0,2290.0,25.4,3.0,3.0,6.0,0.12,0.12,0.24,4.3,2.0,4.3,49.0,16.0
2018-2019,Bundesliga,Dortmund,Maximilian Philipp,GER,"FW,MF",24.0,758.0,8.4,1.0,1.0,2.0,0.12,0.12,0.24,1.0,0.2,1.0,13.0,3.0
2018-2019,Ligue 1,Toulouse,Jimmy Durmaz,SWE,"MF,FW",29.0,1899.0,21.1,4.0,1.0,5.0,0.19,0.05,0.24,4.4,2.9,2.8,39.0,7.0
2018-2019,La Liga,Valladolid,Sergi Guardiola,ESP,FW,27.0,1514.0,16.8,3.0,1.0,4.0,0.18,0.06,0.24,5.4,2.2,4.6,45.0,15.0
2018-2019,Bundesliga,M'Gladbach,Lars Stindl,GER,"FW,MF",29.0,1508.0,16.8,3.0,1.0,4.0,0.18,0.06,0.24,2.3,2.5,2.3,34.0,12.0
2018-2019,Premier League,Bournemouth,Lys Mousset,FRA,FW,22.0,368.0,4.1,1.0,0.0,1.0,0.24,0.0,0.24,1.4,0.3,1.4,12.0,7.0
2018-2019,Serie A,Fiorentina,Marko Pjaca,CRO,"FW,MF",23.0,750.0,8.3,1.0,1.0,2.0,0.12,0.12,0.24,1.6,1.0,1.6,19.0,7.0
2018-2019,Ligue 1,Nice,Youcef Atal,ALG,"DF,FW",22.0,2263.0,25.1,6.0,0.0,6.0,0.24,0.0,0.24,4.6,2.6,3.9,35.0,14.0
2018-2019,Bundesliga,Nürnberg,Törles Knöll,GER,"FW,MF",20.0,370.0,4.1,1.0,0.0,1.0,0.24,0.0,0.24,1.0,0.1,1.0,6.0,3.0
2018-2019,La Liga,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",16.0,399.0,4.4,1.0,0.0,1.0,0.23,0.0,0.23,0.5,0.3,0.5,5.0,1.0
2018-2019,Premier League,Crystal Palace,Jordan Ayew,GHA,FW,26.0,1181.0,13.1,1.0,2.0,3.0,0.08,0.15,0.23,2.9,1.2,2.9,27.0,3.0
2018-2019,Premier League,Chelsea,Callum Hudson-Odoi,ENG,FW,17.0,393.0,4.4,0.0,1.0,1.0,0.0,0.23,0.23,0.7,1.4,0.7,6.0,3.0
2018-2019,Premier League,Leicester City,Demarai Gray,JAM,"FW,MF",22.0,1985.0,22.1,4.0,1.0,5.0,0.18,0.05,0.23,4.5,1.3,4.5,47.0,19.0
2018-2019,La Liga,Betis,Jesé,ESP,"FW,MF",25.0,779.0,8.7,2.0,0.0,2.0,0.23,0.0,0.23,3.3,0.7,3.3,19.0,8.0
2018-2019,Ligue 1,Nîmes,Baptiste Guillaume,BEL,FW,23.0,1183.0,13.1,2.0,1.0,3.0,0.15,0.08,0.23,3.3,0.8,3.3,17.0,9.0
2018-2019,Ligue 1,Reims,Moussa Doumbia,MLI,"FW,MF",23.0,1600.0,17.8,3.0,1.0,4.0,0.17,0.06,0.23,1.4,2.0,1.4,29.0,14.0
2018-2019,La Liga,Atlético Madrid,Ángel Correa,ARG,"MF,FW",23.0,1919.0,21.3,3.0,2.0,5.0,0.14,0.09,0.23,2.2,4.6,2.2,32.0,11.0
2018-2019,La Liga,Espanyol,Óscar Melendo,ESP,"MF,FW",20.0,1997.0,22.2,0.0,5.0,5.0,0.0,0.23,0.23,0.4,4.0,0.4,9.0,5.0
2018-2019,Serie A,Udinese,Łukasz Teodorczyk,POL,FW,27.0,400.0,4.4,1.0,0.0,1.0,0.23,0.0,0.23,2.3,0.1,1.4,12.0,2.0
2018-2019,Serie A,Chievo,Riccardo Meggiorini,ITA,FW,32.0,1548.0,17.2,3.0,1.0,4.0,0.17,0.06,0.23,3.3,1.5,2.5,33.0,14.0
2018-2019,Premier League,Leicester City,Ricardo Pereira,POR,"DF,FW",24.0,3123.0,34.7,2.0,6.0,8.0,0.06,0.17,0.23,1.2,5.2,1.2,25.0,9.0
2018-2019,Premier League,Cardiff City,Callum Paterson,SCO,"FW,MF",23.0,1998.0,22.2,4.0,1.0,5.0,0.18,0.05,0.23,5.5,2.8,5.5,41.0,6.0
2018-2019,Bundesliga,Stuttgart,Erik Thommy,GER,"MF,FW",23.0,794.0,8.8,1.0,1.0,2.0,0.11,0.11,0.23,1.2,1.5,1.2,25.0,4.0
2018-2019,La Liga,Valladolid,Óscar Plano,ESP,"MF,FW",27.0,2693.0,29.9,3.0,4.0,7.0,0.1,0.13,0.23,4.2,3.8,4.2,46.0,14.0
2018-2019,Ligue 1,Guingamp,Nicolas Benezet,FRA,"MF,FW",27.0,1666.0,18.5,3.0,1.0,4.0,0.16,0.05,0.22,3.1,4.4,3.1,28.0,8.0
2018-2019,La Liga,Alavés,Takashi Inui,JPN,"MF,FW",30.0,828.0,9.2,2.0,0.0,2.0,0.22,0.0,0.22,2.2,0.6,2.2,16.0,5.0
2018-2019,Ligue 1,Toulouse,Mathieu Dossevi,TOG,"FW,MF",30.0,2469.0,27.4,4.0,2.0,6.0,0.15,0.07,0.22,2.5,4.9,2.5,23.0,9.0
2018-2019,Premier League,Brighton,Solly March,ENG,"FW,MF",24.0,2463.0,27.4,1.0,5.0,6.0,0.04,0.18,0.22,2.5,4.3,2.5,43.0,9.0
2018-2019,Ligue 1,Rennes,James Lea Siliki,CMR,"MF,FW",22.0,1220.0,13.6,0.0,3.0,3.0,0.0,0.22,0.22,1.5,3.5,1.5,21.0,4.0
2018-2019,Bundesliga,Düsseldorf,Marvin Ducksch,GER,FW,24.0,823.0,9.1,1.0,1.0,2.0,0.11,0.11,0.22,1.6,1.8,1.6,18.0,10.0
2018-2019,Serie A,Sassuolo,Filip Đuričić,SRB,"FW,MF",26.0,1252.0,13.9,2.0,1.0,3.0,0.14,0.07,0.22,1.4,1.5,1.4,15.0,9.0
2018-2019,Bundesliga,Stuttgart,Christian Gentner,GER,"MF,FW",32.0,2018.0,22.4,0.0,5.0,5.0,0.0,0.22,0.22,2.5,2.1,2.5,29.0,5.0
2018-2019,La Liga,Real Madrid,Dani Ceballos,ESP,"MF,FW",21.0,1248.0,13.9,3.0,0.0,3.0,0.22,0.0,0.22,2.3,1.2,2.3,22.0,5.0
2018-2019,Serie A,Fiorentina,Gerson,BRA,"MF,FW",21.0,2426.0,27.0,3.0,3.0,6.0,0.11,0.11,0.22,2.8,2.7,2.8,39.0,7.0
2018-2019,Serie A,Genoa,Gianluca Lapadula,PER,FW,28.0,404.0,4.5,1.0,0.0,1.0,0.22,0.0,0.22,2.5,0.2,2.5,24.0,5.0
2018-2019,Serie A,Empoli,Giovanni Di Lorenzo,ITA,"DF,FW",24.0,3330.0,37.0,5.0,3.0,8.0,0.14,0.08,0.22,3.6,5.3,3.3,21.0,9.0
2018-2019,Premier League,Leicester City,Marc Albrighton,ENG,"FW,MF",28.0,1625.0,18.1,2.0,2.0,4.0,0.11,0.11,0.22,1.2,2.9,1.2,19.0,7.0
2018-2019,La Liga,Betis,Antonio Sanabria,PAR,FW,22.0,811.0,9.0,2.0,0.0,2.0,0.22,0.0,0.22,3.3,0.0,2.5,16.0,1.0
2018-2019,Ligue 1,Toulouse,Yaya Sanogo,FRA,FW,25.0,1243.0,13.8,3.0,0.0,3.0,0.22,0.0,0.22,7.9,0.8,7.1,45.0,17.0
2018-2019,Premier League,Crystal Palace,Christian Benteke,BEL,FW,27.0,814.0,9.0,1.0,1.0,2.0,0.11,0.11,0.22,3.4,0.8,3.4,26.0,8.0
2018-2019,Ligue 1,Angers,Jeff Reine-Adélaïde,FRA,"FW,MF",20.0,2556.0,28.4,3.0,3.0,6.0,0.11,0.11,0.21,5.5,3.0,4.7,36.0,14.0
2018-2019,La Liga,Real Madrid,Vinicius Júnior,BRA,"FW,MF",18.0,869.0,9.7,2.0,0.0,2.0,0.21,0.0,0.21,3.6,1.5,3.6,42.0,17.0
2018-2019,Bundesliga,RB Leipzig,Matheus Cunha,BRA,"FW,MF",19.0,853.0,9.5,2.0,0.0,2.0,0.21,0.0,0.21,4.2,0.7,4.2,34.0,10.0
2018-2019,Serie A,SPAL,Mirco Antenucci,ITA,FW,33.0,2133.0,23.7,5.0,0.0,5.0,0.21,0.0,0.21,6.6,1.6,5.0,48.0,16.0
2018-2019,La Liga,Eibar,Pedro León,ESP,"MF,FW",31.0,425.0,4.7,1.0,0.0,1.0,0.21,0.0,0.21,1.0,0.3,1.0,7.0,2.0
2018-2019,La Liga,Eibar,Kiké,ESP,FW,28.0,1298.0,14.4,3.0,0.0,3.0,0.21,0.0,0.21,5.6,1.8,5.6,43.0,16.0
2018-2019,Serie A,Roma,Alessandro Florenzi,ITA,"DF,FW",27.0,2180.0,24.2,3.0,2.0,5.0,0.12,0.08,0.21,2.2,4.4,2.2,35.0,9.0
2018-2019,Bundesliga,Stuttgart,Nicolás González,ARG,"FW,MF",20.0,2162.0,24.0,2.0,3.0,5.0,0.08,0.12,0.21,6.3,3.9,6.3,59.0,11.0
2018-2019,Serie A,Fiorentina,Kevin Mirallas,BEL,"FW,MF",30.0,1299.0,14.4,2.0,1.0,3.0,0.14,0.07,0.21,3.3,1.4,3.3,29.0,9.0
2018-2019,Serie A,SPAL,Alberto Paloschi,ITA,FW,28.0,863.0,9.6,2.0,0.0,2.0,0.21,0.0,0.21,2.8,0.6,2.8,10.0,4.0
2018-2019,Serie A,Roma,Patrik Schick,CZE,"FW,MF",22.0,1314.0,14.6,3.0,0.0,3.0,0.21,0.0,0.21,5.4,1.5,5.4,34.0,14.0
2018-2019,La Liga,Real Sociedad,Rubén Pardo,ESP,"MF,FW",25.0,1368.0,15.2,1.0,2.0,3.0,0.07,0.13,0.2,1.0,3.2,1.0,21.0,4.0
2018-2019,La Liga,Athletic Club,Markel Susaeta,ESP,"FW,MF",30.0,1379.0,15.3,1.0,2.0,3.0,0.07,0.13,0.2,0.7,3.2,0.7,15.0,6.0
2018-2019,Premier League,Cardiff City,Danny Ward,ENG,FW,26.0,445.0,4.9,1.0,0.0,1.0,0.2,0.0,0.2,0.6,0.3,0.6,11.0,6.0
2018-2019,Serie A,Genoa,Rômulo,ITA,"MF,FW",31.0,1351.0,15.0,1.0,2.0,3.0,0.07,0.13,0.2,1.7,2.0,0.9,12.0,2.0
2018-2019,Premier League,Wolves,Hélder Costa,ANG,"FW,MF",24.0,1341.0,14.9,1.0,2.0,3.0,0.07,0.13,0.2,2.4,2.2,2.4,25.0,7.0
2018-2019,La Liga,Sevilla,Jesús Navas,ESP,"DF,FW",32.0,2712.0,30.1,1.0,5.0,6.0,0.03,0.17,0.2,1.5,6.2,1.5,32.0,11.0
2018-2019,La Liga,Valladolid,Toni Villa,ESP,"MF,FW",23.0,1762.0,19.6,2.0,2.0,4.0,0.1,0.1,0.2,1.9,2.2,1.9,35.0,14.0
2018-2019,Ligue 1,Rennes,Romain Del Castillo,FRA,"MF,FW",22.0,1343.0,14.9,0.0,3.0,3.0,0.0,0.2,0.2,0.8,3.0,0.8,20.0,6.0
2018-2019,Ligue 1,Caen,Yacine Bammou,MAR,"FW,MF",26.0,923.0,10.3,2.0,0.0,2.0,0.2,0.0,0.2,1.4,0.4,0.6,16.0,4.0
2018-2019,Ligue 1,Nice,Ihsan Sacko,FRA,FW,21.0,442.0,4.9,0.0,1.0,1.0,0.0,0.2,0.2,0.8,0.8,0.7,6.0,1.0
2018-2019,Ligue 1,Dijon,Wesley Saïd,FRA,"FW,MF",23.0,2253.0,25.0,4.0,1.0,5.0,0.16,0.04,0.2,5.1,2.8,4.3,58.0,25.0
